,Number,Caption,Like,URL
134,135,"Photo by @mattiasklumofficial | A painted dog chews on the bones of a young kudu in Botswana’s Mombo Camp. African painted dogs are very social, and packs frequently share food and assist ill or weak family members. Intricate social interactions are common, and the dogs communicate by touch, vocalizations, and actions. Painted dogs are endangered and faced with shrinking room to roam in their African home. They are also quite susceptible to diseases spread by domestic animals. 

Please check out @mattiasklumofficial for more images of endangered animals and environments. #doglovers #protectbiodiversity #botswana #predator #africa #painteddog #conservation @thephotosociety @alexandrovklumofficial",102974,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317221569_909523303299957_4657196434137579321_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=rbNAhRwd-isAX-h_5z5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDs9tbQ8z11llayu9405ZGYoZJ-PwXNJ10ra_Uq_cqg7w&oe=65D741CD&_nc_sid=bc0c2c
135,136,"Photo by Luján Agusti @lujanag | Portrait of José Catricura, who holds a baby goat. He belongs to the Mapuche community in the Huilliche area of Argentina, where the Mapuche are the largest group of Indigenous people. Follow me at @lujanag to learn more about this and other stories from my Patagonian homeland.",107867,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317221566_159785893425712_3002247433315731031_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=0DMVkYu53C0AX9sWcW9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBP8aJHfRqNzEIylNN3tJYwp3bvBU4ICKd0Mq5_s3hm_w&oe=65D770F8&_nc_sid=bc0c2c
136,137,"Read the full story at the link in bio. 

Buried during the Stone Age, this woman once roamed the forests of northern Sweden. Now archaeologists have reconstructed her face.

Photograph by Oscar Nillson",305038,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317129432_435314282140968_6948322827016155290_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=gsK4OjtHyLgAX-WF9lP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD5mH4ZMTc-PnucJCmEwsy9LcPQhTgfHcwPpBelFTq8Sg&oe=65D6B950&_nc_sid=bc0c2c
137,138,"Photo by Robbie Shone @shonephoto | Just south of Salzburg and tucked within the Alps, Eisriesenwelt is the world's biggest ice cave. A tour with veteran guide Siegi Kaml (pictured) ends with visitors arriving at a frozen lake inside a chamber known as the Eispalast, or “ice palace.” But as temperatures rise, the volume of ice in many caves is shrinking. And in some, the ice is no longer perennial: It's melted by rain and warm air that infiltrate the caves. In the article ""When the Magic Melts,"" in the October issue, I document the contributions of scientists—and tour guides—as they work against the clock in this rapidly disappearing landscape.",100036,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317173296_2065896896940752_324768139169998504_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=xkSTlLI0mmQAX_HS3vy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVH3u1wYiEMTy6ylo3AbzZvxyipDkUNd3pHlIJbGbDQg&oe=65D689F2&_nc_sid=bc0c2c
138,139,"Photo by @beverlyjoubert | What a catch! With so many dramatic predator-prey battles playing out across the sprawling landscapes of Botswana’s Okavango Delta, hunters of the winged kind can be easily overlooked. But cast your eyes (and camera) skyward and you’ll soon appreciate why they shouldn’t be. No shortage of skill, agility, and precision was spent to acquire this prized frog meal. Colorful beauty aside, the woodland kingfisher is a sight to behold as it swoops down on unsuspecting prey. #birdlovers #kingfisher #birdwatchers",152017,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317280333_1066848308045162_6311448338699962774_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=59nrdYII02QAX9sYXnw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDqlsNxK6zWjAkzKUv48lLShj7cusBPYUqBIHySyEpoJA&oe=65D80807&_nc_sid=bc0c2c
139,140,"Photo by @alessandro.cinque | In Ecuador, mining has only recently risen as a strategic sector, and some activists say it may be encroaching on Indigenous territories and protected areas. Here, children play outside the city of Loja, on the grounds of the Basílica del Cisne, a pilgrimage shrine. This land, despite being a place of worship, has been concessioned to a mining company by the government, according to local press and NGOs. The children wait for their parents, pilgrims who journeyed to the site. To see more of my work, please follow me @alessandro.cinque.",111443,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317366695_1115333535833714_5019560960831601311_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=kuc0bywqALAAX8VpHN1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBVL-CfNFU6AchWuccOEOlPsbs2ltRTHL_WvqDUKYaK0A&oe=65D7A014&_nc_sid=bc0c2c
140,141,"Read the full story at the link in bio. 

A polar bear sleeping in a field of flowers, a fish that looks like seaweed, and leopards courting in the mist: These 21 images are our favorite animal pictures of the year.

Photograph by Jasper Doest",102737,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317469203_1288188571755950_5168920945004567892_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=RFKgg9gdgvQAX8Tgn3T&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDzr4_8Q4MRwrYEsLGi16-deLwwoT5JL4p0A4iJJqsR-A&oe=65D7DA10&_nc_sid=bc0c2c
141,142,"Photo by @erintrieb | A women’s rights activist adjusts her niqab, which she wears to hide her identity in this image.

In August 2021, when the Taliban took control of Afghanistan, a way of life with freedoms and civil rights that many Afghans cherished for two decades was turned upside down. The Taliban cracked down, arresting, beating, and kidnapping women rights’ activists. The woman pictured here says she has received death threats and was beaten by the Taliban with the butt of an AK-47 rifle for participating in public protests. She has since fled the country, hoping to immigrate to the U.S. or Europe, but struggles to find visa opportunities for herself and her family, who remain in Afghanistan. For more stories on Afghanistan follow @erintrieb.",109859,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317765898_657780119413966_8002920747006198009_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=UKxmQpvvt1YAX-lw5rW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVg1cCw9q97o6vadifOrVgxMj0zCVo9tT_Ue6otqQfEQ&oe=65D7B2BA&_nc_sid=bc0c2c
142,143,"Photo by @williamodaniels | Ukraine, 2013. Overgrown and abandoned buildings in the town of Pripyat, which was evacuated following the 1986 Chernobyl nuclear reactor disaster. Follow me on @williamodaniels for more stories around the world.",69381,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317606377_2960571587582785_6494711990623505748_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=PwNCjwpEOkoAX8AMzzR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC9ekUP7lPh83DW2S6pKur2lfhFqmPYdYi8_XC-Yx8XSA&oe=65D7E241&_nc_sid=bc0c2c
143,144,"Photo by @beverlyjoubert | A tender moment is captured in Kenya’s Masai Mara. A giraffe mother’s job isn’t easy. Before young calves grow to reach the title of world’s tallest animal, they are vulnerable to a range threats, and in predator-dense areas, up to 50 percent of them are likely to fall to a hungry lion or hyena. To give them time to grow and develop in preparation for entry into a dangerous world, mother giraffes carry their young in the womb for 15 months. After that, the mothers’ expert ability to hide their young and defensive kicks when danger draws near help nudge the odds of survival upward. #giraffe #giraffecalf #wildlife",314437,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317691934_118005197622570_7311350004460418971_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=wfqjaKP0nO8AX9OcyVZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAvDKIPIZZ5eOIrarDuOYtmoO_Jx7cOmvSLKs235HvMzA&oe=65D79DF7&_nc_sid=bc0c2c
144,145,"Read the full story at the link in bio. 

New clues from the day the dinosaurs died. A mysterious ancient human tooth. Primordial galaxies. See how the past year expanded our knowledge of the cosmos and our own backyard.

Photograph by Max Alguilera-Hellweg, National Geographic",193578,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313744199_1082708299091845_6337369057530101458_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=s2N3kbS4_aAAX_cPW8m&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA6mgzmAWHsiBgp1dQluNMyBc8wTebTwvWcsa8tvVm2fA&oe=65D7E82E&_nc_sid=bc0c2c
145,146,"Photo by @amivitale | Najma studies by candlelight in the single room she shares with her 10 siblings in Kenya's Loita Hills area.  She passed exams necessary to obtain entrance to a county high school. When Kenya enacted a law that made primary education free, enrollment rates increased to 84 percent. However, only one in five girls make it to their eighth year. This high dropout rate is a result of early marriage, poverty, and other factors. Investing in girls' education has profound impacts. To learn more, follow @forthegood and @amivitale. #girls #letgirlsgirlearn #education #schools",59866,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/313356561_680974503702205_5928321628050135474_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=tuENijrRxp4AX-FKpaY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBF169HJT_w4UESAz8O0k9ACDF-vPkvpdxmlaJE_-Ik3w&oe=65D7F222&_nc_sid=bc0c2c
146,147,"Photo by @paoloverzone | A 3,200-year-old statue of Ramses the Great dominates the atrium of the new Grand Egyptian Museum, popularly known as the GEM, on the outskirts of Cairo. Two decades in the making at an estimated cost of more than a billion dollars, the facility brings together, for the first time, nearly all 5,000-plus artifacts from King Tutankhamun’s tomb.

Read the full story at the link in bio and follow @paoloverzone for more images and stories.",88716,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317776462_1095635451110163_6260305918185960629_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=E92CDbyzsDcAX8Tnt2e&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDpZw5Q1ntX-43AT4noi4e0Y3f0ABySSEk3s1Up6Lkhcg&oe=65D722B7&_nc_sid=bc0c2c
147,148,"Photo by @lucalocatelliphoto | Off the coast of Italy, near the village of Noli, researchers are testing a new kind of agriculture—underwater greenhouses. They hope it could be a solution for arid coastal countries, which must invest in a costly process of desalinating water for crops. These plastic domes—called Nemo's Garden—shelter biospheres containing plant seeds, fans, hydroponic equipment, and a bit of starter water—condensation takes care of the rest. 

Each of the five biospheres is an independent environment. Light is provided by the penetrating sun, but when needed a ring (center) gives an extra boost. A small fan keeps air circulating. The garden is monitored remotely by a crew on shore.

This story is part of a long-term project on circular solutions, created with the support of the Museum of Photography Gallerie d'Italia Torino @gallerieditalia in partnership with the Ellen McArthur Foundation. Read the full story at the link in bio. Please follow me @lucalocatelliphoto to learn more about the making of the future. #solutions #future #environment",74401,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318441648_656405586148742_2179201673882499167_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=aMMtVjRotosAX8c5fBG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAogDJWwT-heDFWtXOzdQiq3tG1USAuk0pmygMMrlCJ-Q&oe=65D68587&_nc_sid=bc0c2c
148,149,"Photo by Orsolya Haarberg @fjellheimengalleri | A polar bear rests on floating glacier ice in Svalbard, Norway. Polar bears rely on sea ice during hunting for their most important prey, seals.
Please follow @fjellheimengalleri for more images, primarily from the Nordic countries. #Hinlopenstretet #Norway #Polar bear #ursusmaritimus #svalbard",110723,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318580554_1809938649383666_95438460795289572_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=WJWHZoIplK4AX-okKdq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBnlMa9sOj-fDXTXBHliFRV7kIgujUUd8CDFpE7ysK7Qw&oe=65D73D47&_nc_sid=bc0c2c
149,150,"Read the full story at the link in bio. 

After the attack on Pearl Harbor, the mini-sub washed ashore in Hawaii in December 1941. Then came the fight over who’d get to keep it.

Photograph via U.S. Naval History and Heritage Command",126132,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318302659_1312412336183798_1692399479264026996_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=9ic7n2psqukAX9h5Cv-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA73rtXGlT8f4GD-IR9AUZ8DP9kRjvXCBAIB2c0a8Kcag&oe=65D733D4&_nc_sid=bc0c2c
150,151,"Photo by @joelsartore | Few species love trees as much as two-toed sloths do. These sloths do everything in the trees, from eating and sleeping to mating and giving birth. While they will move from tree to tree, individuals rarely stray far from the general area where they were born, traveling no more than 120 feet (37 m) in a day. Trips to the ground are typically reserved for bathroom breaks, which happen only once a week. This one-month old was photographed @centroderescateamazonico. To see more species featured in the Photo Ark, follow me @joelsartore. #sloth #baby #animal #mammal #wildlife #photography #PhotoArk",130301,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318603752_879006843114214_2046602355835649137_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=H_YBcQrn1NsAX8XzaL1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAafVnVeOv5Rcgix1PahLjwT5rIaYNVWVKDj3EzcWIznQ&oe=65D67A7C&_nc_sid=bc0c2c
151,152,"Photo by @davidemonteleonestudio | The Pamir mountain landscape on the Afghanistan-Tajikistan border, 2016. Tajikistan has been at the crossroads of civilizations for over a thousand years—and occupied by Russians, Turks, Arabs, Uzbeks, Chinese, and Genghis Khan and the Mongols. In more recent years, the country served as a key staging area and supply route for U.S. and NATO operations against the Taliban. Like other Central Asian nations, Tajikistan has been heavily dependent on Russia for economic aid, security assistance, and labor markets. Follow me @davidemonteleonestudio for more.",92256,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318240620_202274502268171_4070784205258730411_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=vzEvVsmINVQAX_Eywpw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDddLcvIOe5dekV-nImfHbfJ6hHvvA93wjjO-N3ZWdEaQ&oe=65D73ED5&_nc_sid=bc0c2c
152,153,"Photo by @paoloverzone | A team of geneticists led by Yehia Gad (second from left) examines the mummy of an unidentified boy in the tomb of Pharaoh Amenhotep II. A pioneer in the DNA analysis of ancient mummies, Gad is studying samples from King Tutankhamun and his extended family, looking for clues to their ancestral ties and genetic maladies.

Read the full story at the link in bio and follow @paoloverzone for more images and stories.",209543,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318297777_1276005983180151_580658393871189561_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=tqnHjBPGUvcAX8Zh5VE&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCrIOyUL7WTdi5c3zbuc_cAjdlCNn_YCTrLqw_Fk7MqzA&oe=65D6331E&_nc_sid=bc0c2c
153,154,"Photo by @acacia.johnson | A floatplane withstands a winter blizzard at Lake Hood Seaplane Base in Anchorage, Alaska. With only 20% of Alaska accessible by road, planes provide essential services to dozens of its remote communities—as well as a way for people to access Alaska's wilderness. 

The world's busiest seaplane base, Lake Hood is home to over 1,000 aircraft that use the facilities year-round. During winter months, when floatplanes such as this one are taken out of the water, the frozen lake surface is maintained as a runway for aircraft equipped with skis. 

Follow me at @acacia.johnson for more stories from Alaska and beyond. #alaska #aviation #airplane #winter",55008,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318315157_167675902566350_6422993239004380323_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eX4UrEqZrFYAX_wlVs0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBgOiccNrxKzPs09ozdv0ibgsk2Cygbnng3Toji-u15cw&oe=65D64556&_nc_sid=bc0c2c
154,155,"Photo by @estherhorvath | Some 400,000 specimens from German citizens, collected over four decades and stored in an old military bunker,  trace the rise—and sometimes the fall—of chemical pollutants in an industrial country. 

At the German Environmental Specimen Bank, cryo-storage tanks hold thousands of vials of blood and urine, annually collected from volunteers on behalf of the German Environment Agency. Inside the tanks, liquid nitrogen keeps the samples in a deep freeze. The vials are stored in racks that sit in a cloud of gaseous nitrogen above the liquid. 

It's part of the federal ministry's effort to monitor exposure to chemicals like lead, mercury, and plasticizers. The project traces which substances have accumulated at potentially dangerous levels, and considers whether bans and regulations of some of those substances have been effective. To read the story, go to the link in bio.",48191,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/318627606_519814840198641_3198240131697838762_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Avf9gnKLwssAX--r8tE&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBRwZEoOUWZaj5Qi-MZN0Y7wEMjKicV-HvQ4w55ai7g6g&oe=65D64537&_nc_sid=bc0c2c
